,compound0,compound1,similarity
16269,DB00313,DB00802,0.1982
16270,DB00313,DB00804,0.2472
16271,DB00313,DB00806,0.225
16272,DB00313,DB00808,0.087
16273,DB00313,DB00809,0.2326
16274,DB00313,DB00813,0.1616
16275,DB00313,DB00818,0.1333
16276,DB00313,DB00819,0.1333
16277,DB00313,DB00820,0.0364
16278,DB00313,DB00822,0.2647
16279,DB00313,DB00829,0.0482
16280,DB00313,DB00836,0.1301
16281,DB00313,DB00841,0.1818
16282,DB00313,DB00842,0.0482
16283,DB00313,DB00843,0.0935
16284,DB00313,DB00850,0.0952
16285,DB00313,DB00853,0.125
16286,DB00313,DB00861,0.1333
16287,DB00313,DB00862,0.1653
16288,DB00313,DB00864,0.0663
16289,DB00313,DB00869,0.1316
16290,DB00313,DB00877,0.0591
16291,DB00313,DB00879,0.0857
16292,DB00313,DB00880,0.0282
16293,DB00313,DB00884,0.0857
16294,DB00313,DB00887,0.2316
16295,DB00313,DB00889,0.1087
16296,DB00313,DB00897,0.0217
16297,DB00313,DB00903,0.2368
16298,DB00313,DB00904,0.0899
16299,DB00313,DB00905,0.2162
16300,DB00313,DB00909,0.0615
16301,DB00313,DB00910,0.0741
16302,DB00313,DB00915,0.0
16303,DB00313,DB00916,0.1724
16304,DB00313,DB00918,0.1319
16305,DB00313,DB00920,0.0444
16306,DB00313,DB00924,0.092
16307,DB00313,DB00934,0.0909
16308,DB00313,DB00938,0.1062
16309,DB00313,DB00945,0.1967
16310,DB00313,DB00947,0.1
16311,DB00313,DB00950,0.1832
16312,DB00313,DB00951,0.1111
16313,DB00313,DB00952,0.1099
16314,DB00313,DB00953,0.119
16315,DB00313,DB00958,0.0345
16316,DB00313,DB00960,0.1558
16317,DB00313,DB00962,0.1538
16318,DB00313,DB00966,0.1739
16319,DB00313,DB00967,0.0
16320,DB00313,DB00969,0.0899
16321,DB00313,DB00970,0.0451
16322,DB00313,DB00972,0.0577
16323,DB00313,DB00973,0.1081
16324,DB00313,DB00975,0.0769
16325,DB00313,DB00983,0.1458
16326,DB00313,DB00990,0.069
16327,DB00313,DB00991,0.1556
16328,DB00313,DB00993,0.05
16329,DB00313,DB00996,0.2373
16330,DB00313,DB00998,0.1039
16331,DB00313,DB00999,0.0282
16332,DB00313,DB01001,0.169
16333,DB00313,DB01003,0.1322
16334,DB00313,DB01004,0.1579
16335,DB00313,DB01005,0.2162
16336,DB00313,DB01006,0.0222
16337,DB00313,DB01007,0.0652
16338,DB00313,DB01008,0.2258
16339,DB00313,DB01009,0.2025
16340,DB00313,DB01016,0.1008
16341,DB00313,DB01019,0.2642
16342,DB00313,DB01020,0.0645
16343,DB00313,DB01023,0.1505
16344,DB00313,DB01029,0.1333
16345,DB00313,DB01032,0.3896
16346,DB00313,DB01033,0.0
16347,DB00313,DB01035,0.3014
16348,DB00313,DB01039,0.1277
16349,DB00313,DB01041,0.0253
16350,DB00313,DB01042,0.2821
16351,DB00313,DB01043,0.0645
16352,DB00313,DB01044,0.14
16353,DB00313,DB01045,0.0649
16354,DB00313,DB01048,0.0465
16355,DB00313,DB01050,0.303
16356,DB00313,DB01059,0.1778
16357,DB00313,DB01062,0.24
16358,DB00313,DB01067,0.1053
16359,DB00313,DB01068,0.0227
16360,DB00313,DB01069,0.0964
16361,DB00313,DB01072,0.1205
16362,DB00313,DB01077,0.1176
16363,DB00313,DB01097,0.1026
16364,DB00313,DB01101,0.2553
16365,DB00313,DB01105,0.1039
16366,DB00313,DB01110,0.0619
16367,DB00313,DB01114,0.15
16368,DB00313,DB01115,0.1075
16369,DB00313,DB01117,0.04
16370,DB00313,DB01118,0.2124
16371,DB00313,DB01124,0.2667
16372,DB00313,DB01126,0.0787
16373,DB00313,DB01127,0.0632
16374,DB00313,DB01128,0.1165
16375,DB00313,DB01129,0.1429
16376,DB00313,DB01132,0.1429
16377,DB00313,DB01136,0.1228
16378,DB00313,DB01140,0.1489
16379,DB00313,DB01143,0.2069
16380,DB00313,DB01149,0.1148
16381,DB00313,DB01151,0.0941
16382,DB00313,DB01156,0.1765
16383,DB00313,DB01162,0.0943
16384,DB00313,DB01165,0.1429
16385,DB00313,DB01173,0.1205
16386,DB00313,DB01181,0.1538
16387,DB00313,DB01182,0.2449
16388,DB00313,DB01188,0.0882
16389,DB00313,DB01189,0.04
16390,DB00313,DB01193,0.2857
16391,DB00313,DB01194,0.1818
16392,DB00313,DB01195,0.1165
16393,DB00313,DB01198,0.0777
16394,DB00313,DB01204,0.1034
16395,DB00313,DB01205,0.1609
16396,DB00313,DB01215,0.0
16397,DB00313,DB01217,0.0698
16398,DB00313,DB01220,0.0667
16399,DB00313,DB01221,0.0563
16400,DB00313,DB01223,0.0952
16401,DB00313,DB01224,0.0943
16402,DB00313,DB01232,0.122
16403,DB00313,DB01233,0.275
16404,DB00313,DB01236,0.0727
16405,DB00313,DB01238,0.0885
16406,DB00313,DB01240,0.2917
16407,DB00313,DB01241,0.2703
16408,DB00313,DB01242,0.1124
16409,DB00313,DB01254,0.1333
16410,DB00313,DB01263,0.104
16411,DB00313,DB01264,0.1504
16412,DB00313,DB01267,0.087
16413,DB00313,DB01268,0.2075
16414,DB00313,DB01275,0.0
16415,DB00313,DB01291,0.169
16416,DB00313,DB01410,0.1185
16417,DB00313,DB01589,0.0211
16418,DB00313,DB01595,0.0233
16419,DB00313,DB01609,0.0943
16420,DB00313,DB01610,0.2128
16421,DB00313,DB01611,0.2198
16422,DB00313,DB05271,0.1778
16423,DB00313,DB06700,0.1266
16424,DB00313,DB06701,0.1333
16425,DB00316,DB00317,0.2
16426,DB00316,DB00321,0.2418
16427,DB00316,DB00323,0.381
16428,DB00316,DB00328,0.303
16429,DB00316,DB00330,0.0882
16430,DB00316,DB00331,0.1154
16431,DB00316,DB00333,0.2979
16432,DB00316,DB00334,0.1915
16433,DB00316,DB00335,0.3902
16434,DB00316,DB00339,0.2545
16435,DB00316,DB00341,0.2593
16436,DB00316,DB00346,0.1651
16437,DB00316,DB00350,0.0833
16438,DB00316,DB00351,0.1923
16439,DB00316,DB00356,0.2623
16440,DB00316,DB00358,0.1782
16441,DB00316,DB00359,0.3077
16442,DB00316,DB00363,0.2268
16443,DB00316,DB00364,0.0172
16444,DB00316,DB00370,0.2247
16445,DB00316,DB00371,0.1159
16446,DB00316,DB00374,0.2202
16447,DB00316,DB00376,0.1684
16448,DB00316,DB00377,0.1684
16449,DB00316,DB00379,0.2462
16450,DB00316,DB00381,0.2243
16451,DB00316,DB00393,0.2162
16452,DB00316,DB00395,0.1299
16453,DB00316,DB00398,0.3361
16454,DB00316,DB00399,0.1408
16455,DB00316,DB00401,0.2286
16456,DB00316,DB00404,0.234
16457,DB00316,DB00407,0.0751
16458,DB00316,DB00408,0.2268
16459,DB00316,DB00411,0.1429
16460,DB00316,DB00419,0.0571
16461,DB00316,DB00423,0.3377
16462,DB00316,DB00425,0.2979
16463,DB00316,DB00426,0.1915
16464,DB00316,DB00433,0.2136
16465,DB00316,DB00435,0.0606
16466,DB00316,DB00440,0.1364
16467,DB00316,DB00446,0.3614
16468,DB00316,DB00448,0.22
16469,DB00316,DB00450,0.2342
16470,DB00316,DB00454,0.2716
16471,DB00316,DB00455,0.2407
16472,DB00316,DB00457,0.2
16473,DB00316,DB00458,0.2418
16474,DB00316,DB00461,0.3846
16475,DB00316,DB00465,0.3333
16476,DB00316,DB00472,0.2609
16477,DB00316,DB00475,0.2667
16478,DB00316,DB00477,0.2444
16479,DB00316,DB00480,0.1928
16480,DB00316,DB00481,0.2946
16481,DB00316,DB00482,0.2376
16482,DB00316,DB00484,0.225
16483,DB00316,DB00489,0.4359
16484,DB00316,DB00490,0.1071
16485,DB00316,DB00493,0.1786
16486,DB00316,DB00499,0.3797
16487,DB00316,DB00501,0.1538
16488,DB00316,DB00502,0.2692
16489,DB00316,DB00509,0.234
16490,DB00316,DB00512,0.1176
16491,DB00316,DB00513,0.1481
16492,DB00316,DB00524,0.2105
16493,DB00316,DB00529,0.1778
16494,DB00316,DB00530,0.193
16495,DB00316,DB00531,0.029
16496,DB00316,DB00537,0.1856
16497,DB00316,DB00540,0.2697
16498,DB00316,DB00541,0.1414
16499,DB00316,DB00543,0.2105
16500,DB00316,DB00544,0.1481
16501,DB00316,DB00545,0.3077
16502,DB00316,DB00548,0.1231
16503,DB00316,DB00549,0.2466
16504,DB00316,DB00550,0.1667
16505,DB00316,DB00552,0.119
16506,DB00316,DB00555,0.1892
16507,DB00316,DB00557,0.2075
16508,DB00316,DB00559,0.2
16509,DB00316,DB00564,0.3171
16510,DB00316,DB00571,0.3095
16511,DB00316,DB00575,0.2286
16512,DB00316,DB00582,0.2
16513,DB00316,DB00586,0.3614
16514,DB00316,DB00590,0.192
16515,DB00316,DB00593,0.1429
16516,DB00316,DB00596,0.1695
16517,DB00316,DB00598,0.3505
16518,DB00316,DB00603,0.1509
16519,DB00316,DB00605,0.303
16520,DB00316,DB00608,0.2391
16521,DB00316,DB00612,0.2766
16522,DB00316,DB00619,0.2609
16523,DB00316,DB00621,0.0879
16524,DB00316,DB00622,0.2205
16525,DB00316,DB00623,0.1897
16526,DB00316,DB00627,0.3636
16527,DB00316,DB00630,0.0625
16528,DB00316,DB00631,0.0941
16529,DB00316,DB00632,0.0412
16530,DB00316,DB00642,0.2586
16531,DB00316,DB00648,0.25
16532,DB00316,DB00656,0.1887
16533,DB00316,DB00659,0.2759
16534,DB00316,DB00661,0.1818
16535,DB00316,DB00669,0.2588
16536,DB00316,DB00672,0.3947
16537,DB00316,DB00673,0.1818
16538,DB00316,DB00678,0.2051
16539,DB00316,DB00683,0.2292
16540,DB00316,DB00690,0.2264
16541,DB00316,DB00695,0.2759
16542,DB00316,DB00697,0.1818
16543,DB00316,DB00700,0.1228
16544,DB00316,DB00708,0.2407
16545,DB00316,DB00710,0.0769
16546,DB00316,DB00712,0.375
16547,DB00316,DB00718,0.1311
16548,DB00316,DB00724,0.2222
16549,DB00316,DB00726,0.2366
16550,DB00316,DB00727,0.029
16551,DB00316,DB00731,0.2766
16552,DB00316,DB00734,0.1538
16553,DB00316,DB00736,0.2062
16554,DB00316,DB00737,0.1964
16555,DB00316,DB00740,0.1972
16556,DB00316,DB00742,0.0333
16557,DB00316,DB00745,0.3095
16558,DB00316,DB00746,0.1022
16559,DB00316,DB00747,0.2581
16560,DB00316,DB00749,0.2697
16561,DB00316,DB00753,0.0
16562,DB00316,DB00761,0.0
16563,DB00316,DB00763,0.1633
16564,DB00316,DB00776,0.3095
16565,DB00316,DB00780,0.2712
16566,DB00316,DB00784,0.4
16567,DB00316,DB00787,0.1333
16568,DB00316,DB00794,0.2667
16569,DB00316,DB00796,0.2381
16570,DB00316,DB00798,0.0504
16571,DB00316,DB00799,0.2772
16572,DB00316,DB00802,0.2087
16573,DB00316,DB00804,0.086
16574,DB00316,DB00806,0.1905
16575,DB00316,DB00808,0.3125
16576,DB00316,DB00809,0.3333
16577,DB00316,DB00813,0.2718
16578,DB00316,DB00818,0.3125
16579,DB00316,DB00819,0.3438
16580,DB00316,DB00820,0.2105
16581,DB00316,DB00822,0.0556
16582,DB00316,DB00829,0.2759
16583,DB00316,DB00836,0.2362
16584,DB00316,DB00841,0.3913
16585,DB00316,DB00842,0.2759
16586,DB00316,DB00843,0.1802
16587,DB00316,DB00850,0.2018
16588,DB00316,DB00853,0.2059
16589,DB00316,DB00861,0.3797
16590,DB00316,DB00862,0.144
16591,DB00316,DB00864,0.0865
16592,DB00316,DB00869,0.15
16593,DB00316,DB00877,0.087
16594,DB00316,DB00879,0.1351
16595,DB00316,DB00880,0.16
16596,DB00316,DB00884,0.2162
16597,DB00316,DB00887,0.2828
16598,DB00316,DB00889,0.2708
16599,DB00316,DB00897,0.2292
16600,DB00316,DB00903,0.275
16601,DB00316,DB00904,0.2151
16602,DB00316,DB00905,0.2261
16603,DB00316,DB00909,0.2609
16604,DB00316,DB00910,0.0714
16605,DB00316,DB00915,0.0
16606,DB00316,DB00916,0.1935
16607,DB00316,DB00918,0.2105
16608,DB00316,DB00920,0.234
16609,DB00316,DB00924,0.2418
16610,DB00316,DB00934,0.2609
16611,DB00316,DB00938,0.2222
16612,DB00316,DB00945,0.4308
16613,DB00316,DB00947,0.1806
16614,DB00316,DB00950,0.2222
16615,DB00316,DB00951,0.3793
16616,DB00316,DB00952,0.2316
16617,DB00316,DB00953,0.2045
16618,DB00316,DB00958,0.0968
16619,DB00316,DB00960,0.2963
16620,DB00316,DB00962,0.2947
16621,DB00316,DB00966,0.2113
16622,DB00316,DB00967,0.1895
16623,DB00316,DB00969,0.2151
16624,DB00316,DB00970,0.0815
16625,DB00316,DB00972,0.2222
16626,DB00316,DB00973,0.2957
16627,DB00316,DB00975,0.0448
16628,DB00316,DB00983,0.3
16629,DB00316,DB00990,0.1538
16630,DB00316,DB00991,0.2979
16631,DB00316,DB00993,0.1667
16632,DB00316,DB00996,0.127
16633,DB00316,DB00998,0.2963
16634,DB00316,DB00999,0.1333
16635,DB00316,DB01001,0.2933
16636,DB00316,DB01003,0.224
16637,DB00316,DB01004,0.125
16638,DB00316,DB01005,0.2439
16639,DB00316,DB01006,0.2128
16640,DB00316,DB01007,0.1875
16641,DB00316,DB01008,0.0606
16642,DB00316,DB01009,0.3614
16643,DB00316,DB01016,0.2439
16644,DB00316,DB01019,0.1404
16645,DB00316,DB01020,0.0606
16646,DB00316,DB01023,0.2268
16647,DB00316,DB01029,0.1935
16648,DB00316,DB01032,0.3704
16649,DB00316,DB01033,0.1356
16650,DB00316,DB01035,0.3896
16651,DB00316,DB01039,0.2857
16652,DB00316,DB01041,0.2169
16653,DB00316,DB01042,0.3415
16654,DB00316,DB01043,0.0303
16655,DB00316,DB01044,0.1731
16656,DB00316,DB01045,0.1376
16657,DB00316,DB01048,0.1556
16658,DB00316,DB01050,0.4286
16659,DB00316,DB01059,0.2128
16660,DB00316,DB01062,0.2308
16661,DB00316,DB01067,0.2542
16662,DB00316,DB01068,0.2391
16663,DB00316,DB01069,0.2529
16664,DB00316,DB01072,0.1882
16665,DB00316,DB01077,0.1091
16666,DB00316,DB01097,0.4878
16667,DB00316,DB01101,0.2041
16668,DB00316,DB01105,0.2716
16669,DB00316,DB01110,0.198
16670,DB00316,DB01114,0.2619
16671,DB00316,DB01115,0.2474
16672,DB00316,DB01117,0.25
16673,DB00316,DB01118,0.2051
16674,DB00316,DB01124,0.3797
16675,DB00316,DB01126,0.2137
16676,DB00316,DB01127,0.202
16677,DB00316,DB01128,0.3551
16678,DB00316,DB01129,0.2157
16679,DB00316,DB01132,0.2353
16680,DB00316,DB01136,0.2203
16681,DB00316,DB01140,0.4286
16682,DB00316,DB01143,0.0968
16683,DB00316,DB01149,0.1905
16684,DB00316,DB01151,0.2697
16685,DB00316,DB01156,0.3611
16686,DB00316,DB01162,0.1455
16687,DB00316,DB01165,0.1765
16688,DB00316,DB01173,0.2529
16689,DB00316,DB01181,0.058
16690,DB00316,DB01182,0.3137
16691,DB00316,DB01188,0.1944
16692,DB00316,DB01189,0.0
16693,DB00316,DB01193,0.3579
16694,DB00316,DB01194,0.1304
16695,DB00316,DB01195,0.2056
16696,DB00316,DB01198,0.2243
16697,DB00316,DB01204,0.2333
16698,DB00316,DB01205,0.2637
16699,DB00316,DB01215,0.2174
16700,DB00316,DB01217,0.1556
16701,DB00316,DB01220,0.1522
16702,DB00316,DB01221,0.2933
16703,DB00316,DB01223,0.1101
16704,DB00316,DB01224,0.2
16705,DB00316,DB01232,0.1905
16706,DB00316,DB01233,0.2143
16707,DB00316,DB01236,0.0
16708,DB00316,DB01238,0.188
16709,DB00316,DB01240,0.12
16710,DB00316,DB01241,0.3077
16711,DB00316,DB01242,0.2366
16712,DB00316,DB01254,0.2419
16713,DB00316,DB01263,0.1469
16714,DB00316,DB01264,0.2336
16715,DB00316,DB01267,0.1681
16716,DB00316,DB01268,0.2182
16717,DB00316,DB01275,0.2769
16718,DB00316,DB01291,0.2667
16719,DB00316,DB01410,0.1439
16720,DB00316,DB01589,0.202
16721,DB00316,DB01595,0.2444
16722,DB00316,DB01609,0.2727
16723,DB00316,DB01610,0.1633
16724,DB00316,DB01611,0.2526
16725,DB00316,DB05271,0.2553
16726,DB00316,DB06700,0.4096
16727,DB00316,DB06701,0.2785
16728,DB00317,DB00321,0.2384
16729,DB00317,DB00323,0.2361
16730,DB00317,DB00328,0.3145
16731,DB00317,DB00330,0.0781
16732,DB00317,DB00331,0.0357
16733,DB00317,DB00333,0.1688
16734,DB00317,DB00334,0.2987
16735,DB00317,DB00335,0.2113
16736,DB00317,DB00339,0.1217
16737,DB00317,DB00341,0.3333
16738,DB00317,DB00346,0.4142
16739,DB00317,DB00350,0.197
16740,DB00317,DB00351,0.1341
16741,DB00317,DB00356,0.2149
16742,DB00317,DB00358,0.236
16743,DB00317,DB00359,0.2319
16744,DB00317,DB00363,0.3312
16745,DB00317,DB00364,0.0342
16746,DB00317,DB00370,0.2953
16747,DB00317,DB00371,0.093
16748,DB00317,DB00374,0.2249
16749,DB00317,DB00376,0.2581
16750,DB00317,DB00377,0.2065
16751,DB00317,DB00379,0.192
16752,DB00317,DB00381,0.2754
16753,DB00317,DB00393,0.2339
16754,DB00317,DB00395,0.1022
16755,DB00317,DB00398,0.3128
16756,DB00317,DB00399,0.0916
16757,DB00317,DB00401,0.2061
16758,DB00317,DB00404,0.2987
16759,DB00317,DB00407,0.0513
16760,DB00317,DB00408,0.3439
16761,DB00317,DB00411,0.0862
16762,DB00317,DB00419,0.1231
16763,DB00317,DB00423,0.2774
16764,DB00317,DB00425,0.2338
16765,DB00317,DB00426,0.2338
16766,DB00317,DB00433,0.3926
16767,DB00317,DB00435,0.0
16768,DB00317,DB00440,0.3243
16769,DB00317,DB00446,0.1538
16770,DB00317,DB00448,0.3125
16771,DB00317,DB00450,0.3275
16772,DB00317,DB00454,0.2553
16773,DB00317,DB00455,0.3571
16774,DB00317,DB00457,0.4471
16775,DB00317,DB00458,0.2781
16776,DB00317,DB00461,0.2899
16777,DB00317,DB00465,0.2083
16778,DB00317,DB00472,0.2237
16779,DB00317,DB00475,0.28
16780,DB00317,DB00477,0.3067
16781,DB00317,DB00480,0.2098
16782,DB00317,DB00481,0.3492
16783,DB00317,DB00482,0.236
16784,DB00317,DB00484,0.2857
16785,DB00317,DB00489,0.1884
16786,DB00317,DB00490,0.2907
16787,DB00317,DB00493,0.1744
16788,DB00317,DB00499,0.2014
16789,DB00317,DB00501,0.1449
16790,DB00317,DB00502,0.378
16791,DB00317,DB00509,0.2208
16792,DB00317,DB00512,0.1694
16793,DB00317,DB00513,0.0702
16794,DB00317,DB00524,0.2839
16795,DB00317,DB00529,0.0
16796,DB00317,DB00530,0.5977
16797,DB00317,DB00531,0.1395
16798,DB00317,DB00537,0.2803
16799,DB00317,DB00540,0.255
16800,DB00317,DB00541,0.2713
16801,DB00317,DB00543,0.3355
16802,DB00317,DB00544,0.1228
16803,DB00317,DB00545,0.128
16804,DB00317,DB00548,0.064
16805,DB00317,DB00549,0.3398
16806,DB00317,DB00550,0.1333
16807,DB00317,DB00552,0.1667
16808,DB00317,DB00555,0.2388
16809,DB00317,DB00557,0.3373
16810,DB00317,DB00559,0.34
16811,DB00317,DB00564,0.1831
16812,DB00317,DB00571,0.2639
16813,DB00317,DB00575,0.2615
16814,DB00317,DB00582,0.3
16815,DB00317,DB00586,0.2657
16816,DB00317,DB00590,0.4432
16817,DB00317,DB00593,0.0862
16818,DB00317,DB00596,0.1573
16819,DB00317,DB00598,0.2293
16820,DB00317,DB00603,0.1084
16821,DB00317,DB00605,0.2642
16822,DB00317,DB00608,0.3289
16823,DB00317,DB00612,0.2208
16824,DB00317,DB00619,0.3434
16825,DB00317,DB00621,0.0927
16826,DB00317,DB00622,0.2567
16827,DB00317,DB00623,0.3409
16828,DB00317,DB00627,0.1217
16829,DB00317,DB00630,0.0645
16830,DB00317,DB00631,0.1931
16831,DB00317,DB00632,0.0637
16832,DB00317,DB00642,0.2159
16833,DB00317,DB00648,0.2143
16834,DB00317,DB00656,0.3735
16835,DB00317,DB00659,0.1017
16836,DB00317,DB00661,0.3204
16837,DB00317,DB00669,0.2345
16838,DB00317,DB00672,0.2059
16839,DB00317,DB00673,0.3125
16840,DB00317,DB00678,0.2938
16841,DB00317,DB00683,0.359
16842,DB00317,DB00690,0.3494
16843,DB00317,DB00695,0.2585
16844,DB00317,DB00697,0.2774
16845,DB00317,DB00700,0.1379
16846,DB00317,DB00708,0.3095
16847,DB00317,DB00710,0.0725
16848,DB00317,DB00712,0.2429
16849,DB00317,DB00718,0.2198
16850,DB00317,DB00724,0.2837
16851,DB00317,DB00726,0.2353
16852,DB00317,DB00727,0.062
16853,DB00317,DB00731,0.1948
16854,DB00317,DB00734,0.3729
16855,DB00317,DB00736,0.3185
16856,DB00317,DB00737,0.3023
16857,DB00317,DB00740,0.2137
16858,DB00317,DB00742,0.0333
16859,DB00317,DB00745,0.1528
16860,DB00317,DB00746,0.0609
16861,DB00317,DB00747,0.1961
16862,DB00317,DB00749,0.255
16863,DB00317,DB00753,0.0526
16864,DB00317,DB00761,0.0
16865,DB00317,DB00763,0.0917
16866,DB00317,DB00776,0.2083
16867,DB00317,DB00780,0.1849
16868,DB00317,DB00784,0.2286
16869,DB00317,DB00787,0.2074
16870,DB00317,DB00794,0.1926
16871,DB00317,DB00796,0.2688
16872,DB00317,DB00798,0.1006
16873,DB00317,DB00799,0.2609
16874,DB00317,DB00802,0.3086
16875,DB00317,DB00804,0.1307
16876,DB00317,DB00806,0.1944
16877,DB00317,DB00808,0.2692
16878,DB00317,DB00809,0.2
16879,DB00317,DB00813,0.2945
16880,DB00317,DB00818,0.1452
16881,DB00317,DB00819,0.0968
16882,DB00317,DB00820,0.2759
16883,DB00317,DB00822,0.0606
16884,DB00317,DB00829,0.2857
16885,DB00317,DB00836,0.2888
16886,DB00317,DB00841,0.25
16887,DB00317,DB00842,0.2449
16888,DB00317,DB00843,0.4094
16889,DB00317,DB00850,0.3669
16890,DB00317,DB00853,0.1406
16891,DB00317,DB00861,0.2734
16892,DB00317,DB00862,0.3351
16893,DB00317,DB00864,0.1469
16894,DB00317,DB00869,0.1286
16895,DB00317,DB00877,0.1873
16896,DB00317,DB00879,0.1791
16897,DB00317,DB00880,0.1926
16898,DB00317,DB00884,0.1194
16899,DB00317,DB00887,0.2767
16900,DB00317,DB00889,0.2308
16901,DB00317,DB00897,0.3205
16902,DB00317,DB00903,0.2286
16903,DB00317,DB00904,0.2876
16904,DB00317,DB00905,0.1714
16905,DB00317,DB00909,0.2016
16906,DB00317,DB00910,0.0814
16907,DB00317,DB00915,0.0656
16908,DB00317,DB00916,0.1639
16909,DB00317,DB00918,0.2968
16910,DB00317,DB00920,0.2987
16911,DB00317,DB00924,0.2119
16912,DB00317,DB00934,0.2632
16913,DB00317,DB00938,0.226
16914,DB00317,DB00945,0.176
16915,DB00317,DB00947,0.1863
16916,DB00317,DB00950,0.2872
16917,DB00317,DB00951,0.1525
16918,DB00317,DB00952,0.2968
16919,DB00317,DB00953,0.2973
16920,DB00317,DB00958,0.0984
16921,DB00317,DB00960,0.2553
16922,DB00317,DB00962,0.2581
16923,DB00317,DB00966,0.2574
16924,DB00317,DB00967,0.3097
16925,DB00317,DB00969,0.3007
16926,DB00317,DB00970,0.1394
16927,DB00317,DB00972,0.3214
16928,DB00317,DB00973,0.2286
16929,DB00317,DB00975,0.1856
16930,DB00317,DB00983,0.2625
16931,DB00317,DB00990,0.1589
16932,DB00317,DB00991,0.2208
16933,DB00317,DB00993,0.2222
16934,DB00317,DB00996,0.0976
16935,DB00317,DB00998,0.2411
16936,DB00317,DB00999,0.1778
16937,DB00317,DB01001,0.1926
16938,DB00317,DB01003,0.2811
16939,DB00317,DB01004,0.1857
16940,DB00317,DB01005,0.0198
16941,DB00317,DB01006,0.2078
16942,DB00317,DB01007,0.2821
16943,DB00317,DB01008,0.127
16944,DB00317,DB01009,0.1818
16945,DB00317,DB01016,0.3169
16946,DB00317,DB01019,0.0513
16947,DB00317,DB01020,0.0635
16948,DB00317,DB01023,0.2548
16949,DB00317,DB01029,0.2935
16950,DB00317,DB01032,0.1702
16951,DB00317,DB01033,0.1513
16952,DB00317,DB01035,0.1898
16953,DB00317,DB01039,0.2152
16954,DB00317,DB01041,0.2098
16955,DB00317,DB01042,0.169
16956,DB00317,DB01043,0.0794
16957,DB00317,DB01044,0.2927
16958,DB00317,DB01045,0.2008
16959,DB00317,DB01048,0.2267
16960,DB00317,DB01050,0.1538
16961,DB00317,DB01059,0.3117
16962,DB00317,DB01062,0.2073
16963,DB00317,DB01067,0.2697
16964,DB00317,DB01068,0.2763
16965,DB00317,DB01069,0.2041
16966,DB00317,DB01072,0.1913
16967,DB00317,DB01077,0.0174
16968,DB00317,DB01097,0.2535
16969,DB00317,DB01101,0.2405
16970,DB00317,DB01105,0.2128
16971,DB00317,DB01110,0.2981
16972,DB00317,DB01114,0.25
16973,DB00317,DB01115,0.2038
16974,DB00317,DB01117,0.2683
16975,DB00317,DB01118,0.3164
16976,DB00317,DB01124,0.2014
16977,DB00317,DB01126,0.199
16978,DB00317,DB01127,0.2767
16979,DB00317,DB01128,0.2515
16980,DB00317,DB01129,0.3827
16981,DB00317,DB01132,0.284
16982,DB00317,DB01136,0.3483
16983,DB00317,DB01140,0.1899
16984,DB00317,DB01143,0.082
16985,DB00317,DB01149,0.3871
16986,DB00317,DB01151,0.2953
16987,DB00317,DB01156,0.197
16988,DB00317,DB01162,0.4
16989,DB00317,DB01165,0.284
16990,DB00317,DB01173,0.2177
16991,DB00317,DB01181,0.2016
16992,DB00317,DB01182,0.2346
16993,DB00317,DB01188,0.197
16994,DB00317,DB01189,0.0351
16995,DB00317,DB01193,0.2452
16996,DB00317,DB01194,0.2368
16997,DB00317,DB01195,0.2635
16998,DB00317,DB01198,0.3234
16999,DB00317,DB01204,0.2
17000,DB00317,DB01205,0.2914
17001,DB00317,DB01215,0.2763
17002,DB00317,DB01217,0.2267
17003,DB00317,DB01220,0.1885
17004,DB00317,DB01221,0.2667
17005,DB00317,DB01223,0.213
17006,DB00317,DB01224,0.3412
17007,DB00317,DB01232,0.2105
17008,DB00317,DB01233,0.2917
17009,DB00317,DB01236,0.0504
17010,DB00317,DB01238,0.4294
17011,DB00317,DB01240,0.1125
17012,DB00317,DB01241,0.2899
17013,DB00317,DB01242,0.3268
17014,DB00317,DB01254,0.4022
17015,DB00317,DB01263,0.3122
17016,DB00317,DB01264,0.2234
17017,DB00317,DB01267,0.3687
17018,DB00317,DB01268,0.2471
17019,DB00317,DB01275,0.24
17020,DB00317,DB01291,0.1778
17021,DB00317,DB01410,0.1307
17022,DB00317,DB01589,0.3145
17023,DB00317,DB01595,0.2267
17024,DB00317,DB01609,0.2235
17025,DB00317,DB01610,0.1899
17026,DB00317,DB01611,0.3226
17027,DB00317,DB05271,0.2468
17028,DB00317,DB06700,0.1958
17029,DB00317,DB06701,0.2158
17030,DB00321,DB00323,0.2783
17031,DB00321,DB00328,0.2923
17032,DB00321,DB00330,0.0808
17033,DB00321,DB00331,0.1205
17034,DB00321,DB00333,0.464
17035,DB00321,DB00334,0.336
17036,DB00321,DB00335,0.2478
17037,DB00321,DB00339,0.093
17038,DB00321,DB00341,0.3453
17039,DB00321,DB00346,0.2286
17040,DB00321,DB00350,0.1165
17041,DB00321,DB00351,0.1481
17042,DB00321,DB00356,0.1957
17043,DB00321,DB00358,0.2121
17044,DB00321,DB00359,0.2752
17045,DB00321,DB00363,0.3906
17046,DB00321,DB00364,0.0152
17047,DB00321,DB00370,0.4333
17048,DB00321,DB00371,0.08
17049,DB00321,DB00374,0.2286
